loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group,emi_to_income_ratio,loan_to_income_ratio,repayment_progress_pct,remaining_balance_pct
LOAN000374,CUST00192,Travel,Unsecured,642425.14,12.59,60,14482.67,2022-09-16,2027-08-21,Monthly,Closed,151,195487.85,265713.29,6.0,15176.81,LO116,BR48,True,5.0,868960.2,226535.06,False,2.4177,Medium,Rohan,Patel,47,Female,Married,Master'S,Manager,212098.57,28964.3,433.0,5,1.0,Mumbai,Maharashtra,9839170893,amit.gupta782@example.com,False,7,2016-04-22,Low,-0.6387,41-50,0.8194,3.0289,251.67,0.3043
LOAN000375,CUST01058,Personal,Unsecured,220380.66,16.32,60,5396.77,2022-03-18,2027-02-20,Bi-Annual,Closed,230,76255.47,150437.4,19.0,19527.3,LO177,BR36,True,5.0,323806.2,103425.54,False,1.4649,Medium,Naveen,Singh,29,Male,Married,Bachelor'S,Doctor,81600.66,10703.19,889.0,5,2.0,Lucknow,Uttar Pradesh,9842507091,swati.joshi419@example.com,False,3,2017-01-27,Low,-0.574,21-30,0.7936,2.7007,383.33,0.346
LOAN000376,CUST01058,Vehicle,Unsecured,109480.02,20.36,12,10160.5,2021-07-08,2022-07-03,Monthly,Active,106,61169.47,50048.15,0.0,40706.52,LO169,BR27,False,1.0,121926.0,12445.98,False,2.1875,Low,Naveen,Singh,29,Male,Married,Bachelor'S,Doctor,81600.66,10703.19,889.0,5,2.0,Lucknow,Uttar Pradesh,9842507091,swati.joshi419@example.com,False,3,2017-01-27,Low,-0.574,21-30,1.4942,1.3417,883.33,0.5587
LOAN000377,CUST01441,Home,Unsecured,249898.1,15.61,84,4908.14,2023-01-21,2029-12-15,Monthly,Active,21,139518.05,312593.53,8.0,520.86,LO102,BR24,True,7.0,412283.76,162385.66,False,0.7994,Medium,Divya,Dubey,21,Male,Married,Phd,Consultant,382334.38,62933.28,807.0,3,33.0,Ahmedabad,Gujarat,9449899956,nisha.singh785@example.com,True,4,2017-03-08,Lower-Mid,-0.9752,21-30,0.154,0.6536,25.0,0.5583
LOAN000378,CUST00708,Medical,Unsecured,389702.4,14.13,180,5731.72,2019-10-22,2034-08-04,Bi-Annual,Active,174,276649.65,223473.25,9.0,25120.02,LO192,BR26,False,15.0,1031709.6,642007.2,False,1.7438,Medium,Lakshmi,Reddy,61,Female,Married,Master'S,Lawyer,119563.14,15530.4,397.0,1,29.0,Kolkata,West Bengal,9365635280,sachin.sharma222@example.com,True,7,2017-08-26,Low,-0.5587,60+,0.5753,3.2594,96.67,0.7099
LOAN000379,CUST01182,Business,Secured,150308.01,17.6,84,3124.01,2020-01-07,2026-12-01,Bi-Annual,Active,29,107774.95,53340.34,10.0,35294.99,LO102,BR40,False,7.0,262416.84,112108.83,False,2.8179,Medium,Naveen,Mehta,46,Female,Married,Master'S,Consultant,118677.22,22083.07,346.0,0,24.0,Chennai,Tamil Nadu,9995313101,arjun.pillai72@example.com,False,5,2016-02-21,Low,-1.2329,41-50,0.3159,1.2665,34.52,0.717
LOAN000380,CUST00366,Home,Secured,54476.63,20.17,120,1058.94,2021-05-08,2031-03-17,Monthly,Closed,187,12813.49,31961.14,18.0,20281.97,LO148,BR29,True,10.0,127072.8,72596.17,False,1.7045,Medium,Sachin,Patel,66,Female,Married,Master'S,Designer,187745.11,45071.47,344.0,0,6.0,Chennai,Tamil Nadu,9208689641,priya.nair672@example.com,True,6,2019-09-16,Low,-1.8808,60+,0.0677,0.2902,155.83,0.2352
LOAN000381,CUST01364,Personal,Secured,296883.24,7.87,48,7229.68,2018-02-11,2022-01-21,Monthly,Defaulted,166,228655.66,405747.82,5.0,16514.78,LO111,BR33,False,4.0,347024.64,50141.4,True,0.7317,High,Sneha,Iyer,23,Male,Married,Master'S,Accountant,37940.32,5862.07,621.0,4,26.0,Chennai,Tamil Nadu,9520817418,pooja.malhotra301@example.com,True,5,2020-11-30,Low,-0.8541,21-30,2.2866,7.825,345.83,0.7702
LOAN000382,CUST00858,Travel,Unsecured,101356.6,11.72,24,4757.96,2020-01-02,2021-12-22,Monthly,Active,147,1986.95,177549.37,6.0,43614.14,LO199,BR19,False,2.0,114191.04,12834.44,False,0.5709,Medium,Divya,Singh,54,Female,Married,Bachelor'S,Accountant,84316.26,14998.58,301.0,0,27.0,Lucknow,Uttar Pradesh,9762562441,vikram.iyer14@example.com,True,5,2022-05-04,Low,-1.1346,51-60,0.6772,1.2021,612.5,0.0196
LOAN000383,CUST01359,Home,Unsecured,142201.64,12.66,12,12678.39,2024-05-12,2025-05-07,Monthly,Closed,153,101839.39,227093.68,14.0,45866.7,LO190,BR29,True,1.0,152140.68,9939.04,False,0.6262,Medium,Arjun,Rao,25,Male,Married,Bachelor'S,Accountant,109486.49,20305.16,852.0,3,31.0,Mumbai,Maharashtra,9213738160,vikram.malhotra717@example.com,True,2,2017-01-17,Low,-1.2255,21-30,1.3896,1.2988,1275.0,0.7162
LOAN000384,CUST00327,Personal,Secured,390539.4,20.6,84,8814.04,2018-05-09,2025-04-02,Monthly,Active,48,39858.88,142219.56,19.0,47399.31,LO142,BR31,False,7.0,740379.36,349839.96,False,2.746,Medium,Aditya,Reddy,53,Male,Married,High School,Teacher,63601.32,8248.94,743.0,0,14.0,Jaipur,Rajasthan,9374811907,ravi.pillai40@example.com,False,2,2018-02-10,Low,-0.5564,51-60,1.663,6.1404,57.14,0.1021
LOAN000385,CUST00114,Education,Unsecured,167657.9,21.32,240,3022.86,2019-04-26,2039-01-11,Monthly,Active,68,122331.29,189589.48,5.0,13627.53,LO145,BR32,True,20.0,725486.4,557828.5,False,0.8843,Low,Meera,Mehta,61,Male,Married,Phd,Accountant,141014.96,27276.85,425.0,5,16.0,Mumbai,Maharashtra,9454601784,divya.gupta200@example.com,True,0,2016-11-01,Low,-1.3212,60+,0.2572,1.1889,28.33,0.7296
LOAN000386,CUST00797,Personal,Secured,239692.13,8.37,60,4902.65,2021-11-05,2026-10-10,Monthly,Defaulted,231,126346.06,14392.38,8.0,45625.63,LO198,BR30,False,5.0,294159.0,54466.87,True,16.6541,High,Nisha,Gupta,29,Female,Married,Bachelor'S,Businessman,197970.78,39462.27,528.0,3,39.0,Chennai,Tamil Nadu,9575672443,ravi.pillai835@example.com,True,2,2019-09-09,Low,-1.392,21-30,0.2972,1.2107,385.0,0.5271
LOAN000387,CUST00919,Home,Secured,858069.93,14.13,24,38945.3,2021-11-21,2023-11-11,Monthly,Closed,41,375194.94,223473.25,9.0,25120.02,LO198,BR38,True,2.0,934687.2,76617.27,False,3.8397,Medium,Nisha,Tiwari,35,Male,Married,Bachelor'S,Nurse,86288.09,12933.45,483.0,4,39.0,Ahmedabad,Gujarat,9252728624,harish.kumar681@example.com,False,2,2020-07-20,Low,-0.7986,31-40,5.4161,9.9442,170.83,0.4373
LOAN000388,CUST01442,Education,Secured,202474.68,20.99,12,18852.21,2023-06-06,2024-05-31,Monthly,Active,5,139842.46,326382.62,5.0,7710.74,LO170,BR29,True,1.0,226226.52,23751.84,False,0.6204,Low,Lakshmi,Patel,56,Female,Married,Diploma,Professor,82087.9,19853.89,371.0,4,6.0,Jaipur,Rajasthan,9697161367,swati.patel947@example.com,False,4,2018-01-10,Low,-1.9023,51-60,2.7559,2.4666,41.67,0.6907
LOAN000389,CUST01492,Education,Unsecured,1351942.38,11.08,36,42831.4725,2024-02-17,2027-02-01,Monthly,Active,180,49171.27,1234771.46,6.0,30513.5,LO108,BR37,False,3.0,1541933.01,189990.63,False,1.0949,Medium,Kiran,Nair,32,Female,Married,Master'S,Professor,86502.26,10941.4,710.0,1,9.0,Kolkata,West Bengal,9289165396,amit.kumar195@example.com,True,7,2023-02-20,Low,-0.5178,31-40,5.9418,15.629,500.0,0.0364
LOAN000390,CUST01167,Medical,Unsecured,485013.36,14.13,48,12359.5,2018-01-21,2021-12-31,Bi-Annual,Active,33,108386.09,223473.25,9.0,25120.02,LO183,BR46,False,4.0,593256.0,108242.64,False,2.1703,Medium,Sachin,Gupta,56,Female,Married,Diploma,Doctor,72104.62,14830.61,814.0,4,27.0,Ahmedabad,Gujarat,9923594990,nisha.sharma147@example.com,False,6,2022-05-08,Low,-1.4682,51-60,2.0569,6.7265,68.75,0.2235
LOAN000391,CUST00609,Personal,Unsecured,127376.25,7.05,120,1482.23,2019-10-11,2029-08-19,Monthly,Active,121,78519.83,111722.57,5.0,35418.91,LO106,BR35,True,10.0,177867.6,50491.35,False,1.1401,Low,Arjun,Mehta,39,Male,Married,Master'S,Designer,160389.02,21033.06,814.0,3,35.0,Pune,Maharashtra,9574819483,ananya.pillai683@example.com,False,6,2018-12-03,Low,-0.5737,31-40,0.1109,0.7942,100.83,0.6164
LOAN000392,CUST00309,Personal,Secured,183306.91,10.77,240,1863.46,2023-11-08,2043-07-26,Quarterly,Active,123,155300.44,72601.61,8.0,36678.38,LO166,BR36,True,20.0,447230.4,263923.49,False,2.5248,Medium,Meera,Malhotra,66,Female,Divorced,Master'S,Analyst,109572.84,22016.13,387.0,3,30.0,Pune,Maharashtra,9291811951,swati.verma368@example.com,True,6,2016-02-10,Low,-1.4111,60+,0.2041,1.6729,51.25,0.8472
LOAN000393,CUST00401,Personal,Unsecured,97722.36,17.25,180,1521.3,2020-11-08,2035-08-22,Monthly,Active,196,37242.74,76847.19,2.0,39466.93,LO126,BR10,False,15.0,273834.0,176111.64,False,1.2716,Low,Sachin,Patel,46,Male,Married,Bachelor'S,Engineer,390443.7475,54927.3,748.0,2,18.0,Delhi,Delhi,9462401682,rohan.bhat715@example.com,True,1,2019-03-31,Lower-Mid,-0.6881,41-50,0.0468,0.2503,108.89,0.3811
LOAN000394,CUST01344,Home,Unsecured,446844.13,13.1,240,5266.98,2019-05-14,2039-01-29,Monthly,Closed,9,115626.05,435971.05,13.0,8626.25,LO146,BR35,True,20.0,1264075.2,817231.07,False,1.0249,Medium,Divya,Dubey,27,Male,Married,Bachelor'S,Engineer,312200.39,41574.07,680.0,2,8.0,Ahmedabad,Gujarat,9716416868,ravi.iyer497@example.com,False,3,2016-10-09,Lower-Mid,-0.598,21-30,0.2024,1.4313,3.75,0.2588
LOAN000395,CUST00212,Wedding,Secured,774220.25,14.51,120,12259.58,2020-02-29,2030-01-07,Bi-Annual,Active,27,401616.25,541269.94,5.0,31412.5,LO168,BR13,False,10.0,1471149.6,696929.35,False,1.4304,Low,Nisha,Verma,69,Male,Married,Master'S,Businessman,226361.15,49313.93,859.0,5,22.0,Hyderabad,Telangana,9853045356,arjun.shah599@example.com,True,5,2019-04-22,Low,-1.6143,60+,0.6499,3.4203,22.5,0.5187
LOAN000396,CUST00317,Medical,Unsecured,201447.67,20.72,180,3645.63,2018-05-02,2033-02-12,Monthly,Active,2,125363.96,377500.42,3.0,8942.83,LO125,BR36,False,15.0,656213.4,454765.73,False,0.5336,Low,Sunita,Bhat,24,Female,Married,Bachelor'S,Designer,102371.67,7329.05,597.0,3,20.0,Chennai,Tamil Nadu,9713119661,ananya.pandey660@example.com,False,0,2018-05-12,Low,0.1409,21-30,0.4273,1.9678,1.11,0.6223
LOAN000397,CUST00185,Personal,Unsecured,60529.38,14.13,180,588.28,2024-01-05,2038-10-18,Monthly,Closed,76,25428.58,223473.25,9.0,25120.02,LO120,BR32,False,15.0,105890.4,45361.02,False,0.2709,Medium,Rekha,Kumar,47,Female,Single,Bachelor'S,Nurse,41272.19,9282.31,407.0,3,11.0,Pune,Maharashtra,9361015184,nisha.bhat326@example.com,False,5,2018-02-01,Low,-1.6989,41-50,0.171,1.4666,42.22,0.4201
LOAN000398,CUST01229,Personal,Unsecured,358031.34,7.6,12,31078.41,2018-04-05,2019-03-31,Monthly,Defaulted,175,313889.9,603563.99,15.0,33750.53,LO168,BR18,False,1.0,372940.92,14909.58,True,0.5932,High,Rahul,Dubey,29,Male,Divorced,Master'S,Lawyer,196846.13,32158.87,890.0,5,28.0,Pune,Maharashtra,9713086866,rohan.sharma301@example.com,True,3,2016-08-28,Low,-0.9604,21-30,1.8946,1.8188,1458.33,0.8767
LOAN000399,CUST01388,Vehicle,Secured,134647.25,19.7,240,2255.76,2023-10-23,2043-07-10,Monthly,Under Review,110,70479.58,204860.01,8.0,4766.29,LO150,BR39,False,20.0,541382.4,406735.15,False,0.6573,Medium,Suresh,Gupta,29,Female,Single,Bachelor'S,Analyst,64113.36,10300.64,579.0,5,14.0,Bengaluru,Karnataka,9600036589,harish.tiwari173@example.com,False,3,2015-02-14,Low,-0.928,21-30,0.4222,2.1001,45.83,0.5234
LOAN000400,CUST01240,Education,Unsecured,151974.01,18.51,24,7624.67,2023-09-28,2025-09-17,Monthly,Closed,193,5444.25,200960.19,3.0,9351.61,LO191,BR27,False,2.0,182992.08,31018.07,False,0.7562,Low,Rahul,Kumar,38,Female,Divorced,Bachelor'S,Designer,213963.76,28797.5,675.0,2,7.0,Mumbai,Maharashtra,9862184916,nisha.mishra497@example.com,True,3,2019-10-17,Low,-0.6151,31-40,0.4276,0.7103,804.17,0.0358
LOAN000401,CUST00246,Home,Unsecured,344283.85,10.59,120,4662.96,2019-09-17,2029-07-26,Monthly,Active,125,76793.87,342141.54,7.0,33173.0,LO129,BR11,False,10.0,559555.2,215271.35,False,1.0063,Medium,Ravi,Rao,49,Female,Single,Master'S,Businessman,121911.76,21379.58,469.0,1,11.0,Mumbai,Maharashtra,9708491359,rekha.verma486@example.com,True,4,2024-03-07,Low,-1.1044,41-50,0.459,2.824,104.17,0.2231
LOAN000402,CUST00239,Personal,Unsecured,718978.9,11.53,60,15823.05,2020-06-04,2025-05-09,Monthly,Active,34,324005.71,3125.81,7.0,23833.52,LO137,BR22,True,5.0,949383.0,230404.1,False,230.0136,Medium,Rahul,Pillai,31,Female,Single,Master'S,Doctor,59514.55,9081.52,570.0,2,0.0,Ahmedabad,Gujarat,9569762050,sachin.iyer383@example.com,True,1,2020-06-24,Low,-0.8311,31-40,3.1904,12.0807,56.67,0.4506
LOAN000403,CUST01415,Wedding,Secured,484853.17,11.31,48,12604.4,2022-02-03,2026-01-13,Monthly,Defaulted,179,338294.43,594883.42,5.0,36814.88,LO120,BR23,False,4.0,605011.2,120158.03,True,0.815,High,Sunita,Pillai,57,Male,Widowed,Bachelor'S,Lawyer,60267.07,8975.53,441.0,5,17.0,Pune,Maharashtra,9454686942,meera.pillai785@example.com,False,6,2015-08-18,Low,-0.7872,51-60,2.5097,8.0451,372.92,0.6977
LOAN000404,CUST00520,Home,Unsecured,378359.77,16.54,12,34425.67,2019-04-16,2020-04-10,Monthly,Defaulted,113,83145.41,269359.96,7.0,14039.44,LO147,BR26,False,1.0,413108.04,34748.27,True,1.4047,High,Lakshmi,Singh,48,Female,Married,Master'S,Designer,102371.67,24530.61,597.0,5,20.0,Kolkata,West Bengal,9158119446,vikram.gupta212@example.com,False,2,2022-08-04,Low,-1.8755,41-50,4.0354,3.6959,941.67,0.2198
LOAN000405,CUST00277,Personal,Secured,236617.06,7.45,12,20522.82,2020-06-07,2021-06-02,Monthly,Closed,61,230999.17,55729.08,5.0,32895.88,LO142,BR28,False,1.0,246273.84,9656.78,False,4.2458,Low,Suresh,Gupta,22,Male,Married,Bachelor'S,Nurse,87556.19,20899.97,803.0,5,16.0,Lucknow,Uttar Pradesh,9490922764,meera.mehta138@example.com,False,5,2015-05-24,Low,-1.8644,21-30,2.8128,2.7025,508.33,0.9763
LOAN000406,CUST01006,Home,Secured,93307.08,14.09,36,3193.1,2018-05-01,2021-04-15,Monthly,Active,51,29723.74,82973.56,13.0,8848.01,LO152,BR33,False,3.0,114951.6,21644.52,False,1.1245,Medium,Rohan,Malhotra,22,Male,Divorced,Bachelor'S,Lawyer,20356.2,4500.09,390.0,1,25.0,Delhi,Delhi,9635413025,ananya.reddy86@example.com,False,0,2024-03-28,Low,-1.6528,21-30,1.8823,4.5837,141.67,0.3186
LOAN000407,CUST00202,Home,Unsecured,354461.03,8.58,12,30929.15,2021-09-03,2022-08-29,Monthly,Active,115,188743.48,521449.98,13.0,27185.51,LO127,BR11,True,1.0,371149.8,16688.77,False,0.6798,Medium,Rekha,Verma,44,Male,Single,Master'S,Consultant,49617.82,7205.65,807.0,3,24.0,Bengaluru,Karnataka,9836527450,lakshmi.verma254@example.com,False,5,2021-06-04,Low,-0.7427,41-50,7.4802,7.1438,958.33,0.5325
LOAN000408,CUST00214,Personal,Unsecured,476481.4,19.21,180,8091.69,2019-07-22,2034-05-04,Monthly,Defaulted,46,9037.13,916443.16,17.0,47889.98,LO170,BR30,False,15.0,1456504.2,980022.8,True,0.5199,High,Rekha,Mehta,69,Female,Married,Phd,Designer,165491.75,38924.85,713.0,1,14.0,Delhi,Delhi,9949830412,aditya.patel501@example.com,False,5,2022-03-25,Low,-1.8225,60+,0.5867,2.8792,25.56,0.019
LOAN000409,CUST00606,Education,Unsecured,166697.18,12.4,36,5568.63,2020-06-19,2023-06-04,Monthly,Active,181,147508.79,124724.46,12.0,31411.11,LO193,BR37,False,3.0,200470.68,33773.5,False,1.3365,Medium,Ravi,Joshi,48,Male,Divorced,Bachelor'S,Accountant,109096.89,14320.14,534.0,1,32.0,Ahmedabad,Gujarat,9761662253,priya.pillai644@example.com,True,5,2018-12-20,Low,-0.5751,41-50,0.6125,1.528,502.78,0.8849
LOAN000410,CUST00478,Travel,Unsecured,200167.39,14.68,24,9675.04,2018-12-08,2020-11-27,Quarterly,Closed,155,157898.97,217271.01,14.0,2499.68,LO131,BR34,True,2.0,232200.96,32033.57,False,0.9213,Medium,Naveen,Rao,46,Male,Single,High School,Analyst,44454.17,5921.4,778.0,5,27.0,Hyderabad,Telangana,9888412068,rahul.verma33@example.com,False,5,2019-10-19,Low,-0.5984,41-50,2.6117,4.5028,645.83,0.7888
LOAN000411,CUST00508,Personal,Unsecured,652157.61,6.95,84,9826.87,2019-06-03,2026-04-27,Monthly,Under Review,100,127469.42,1110291.01,2.0,49438.11,LO101,BR30,True,7.0,825457.08,173299.47,False,0.5874,Low,Kiran,Sharma,30,Female,Married,Bachelor'S,Manager,64137.91,14596.21,391.0,2,17.0,Hyderabad,Telangana,9547236783,lakshmi.shah161@example.com,False,0,2024-01-24,Low,-1.7309,21-30,1.8386,10.1681,119.05,0.1955
LOAN000412,CUST01099,Education,Secured,196029.33,7.4,48,4730.63,2021-01-01,2024-12-11,Quarterly,Closed,22,182941.76,130947.37,5.0,7843.32,LO104,BR45,True,4.0,227070.24,31040.91,False,1.497,Low,Swati,Shah,45,Female,Divorced,Bachelor'S,Nurse,58729.19,7881.58,616.0,2,23.0,Bengaluru,Karnataka,9883540031,ravi.verma693@example.com,False,2,2015-03-26,Low,-0.6104,41-50,0.9666,3.3379,45.83,0.9332
LOAN000413,CUST00669,Personal,Unsecured,216111.87,16.96,48,6231.45,2021-01-25,2025-01-04,Quarterly,Active,106,68256.72,61486.96,19.0,35903.46,LO102,BR45,False,4.0,299109.6,82997.73,False,3.5148,Medium,Vikram,Malhotra,47,Female,Married,Bachelor'S,Nurse,193857.61,28181.98,389.0,4,6.0,Lucknow,Uttar Pradesh,9315495749,ananya.singh673@example.com,False,5,2016-10-18,Low,-0.7445,41-50,0.3857,1.1148,220.83,0.3158
LOAN000414,CUST00665,Business,Unsecured,250015.99,18.38,24,12527.78,2023-05-27,2025-05-16,Quarterly,Active,214,173057.64,140949.93,16.0,26626.5,LO196,BR22,False,2.0,300666.72,50650.73,False,1.7738,Medium,Deepak,Iyer,51,Male,Single,Phd,Lawyer,354111.79,53176.32,521.0,1,31.0,Mumbai,Maharashtra,9374294163,rohan.singh473@example.com,False,6,2019-09-21,Lower-Mid,-0.802,51-60,0.4245,0.706,891.67,0.6922
LOAN000415,CUST00142,Home,Unsecured,457003.38,17.51,24,22707.43,2020-03-27,2022-03-17,Monthly,Active,34,374274.95,821804.34,19.0,14718.03,LO167,BR23,False,2.0,544978.32,87974.94,False,0.5561,Medium,Naveen,Mehta,59,Female,Single,Master'S,Designer,102371.67,40317.25,597.0,3,20.0,Delhi,Delhi,9313867761,sachin.rao933@example.com,False,3,2024-06-09,Low,-3.726,51-60,2.6618,4.4642,141.67,0.819
LOAN000416,CUST00322,Personal,Unsecured,339308.49,17.92,84,7115.63,2019-01-12,2025-12-06,Monthly,Closed,232,251398.57,108166.87,15.0,8865.52,LO113,BR49,False,7.0,597712.92,258404.43,False,3.1369,Medium,Kavya,Singh,40,Male,Married,Diploma,Teacher,125500.96,18857.6,894.0,4,6.0,Ahmedabad,Gujarat,9626036464,aditya.mehta234@example.com,False,5,2021-10-02,Low,-0.8031,31-40,0.6804,2.7036,276.19,0.7409
LOAN000417,CUST00461,Business,Unsecured,319786.99,8.12,60,6502.51,2021-11-28,2026-11-02,Quarterly,Active,102,293431.04,210561.22,5.0,8885.12,LO164,BR42,False,5.0,390150.6,70363.61,False,1.5187,Low,Naveen,Reddy,21,Male,Married,Master'S,Consultant,194545.62,29089.74,415.0,5,15.0,Hyderabad,Telangana,9594318319,kiran.rao396@example.com,False,5,2019-02-25,Low,-0.7943,21-30,0.4011,1.6438,170.0,0.9176
LOAN000418,CUST00707,Home,Unsecured,903738.61,17.25,240,13428.13,2024-03-08,2043-11-24,Monthly,Active,118,754642.8625,839826.78,7.0,42919.98,LO150,BR38,False,20.0,3222751.2,2319012.59,False,1.0761,Medium,Ananya,Malhotra,67,Male,Single,High School,Doctor,119073.35,23378.36,822.0,1,19.0,Ahmedabad,Gujarat,9142683817,kavya.singh546@example.com,False,4,2022-09-04,Low,-1.356,60+,1.3533,7.5898,49.17,0.835
LOAN000419,CUST00670,Travel,Secured,193374.67,9.32,48,4841.57,2021-04-20,2025-03-30,Monthly,Active,31,192332.67,327620.48,12.0,43645.63,LO162,BR27,True,4.0,232395.36,39020.69,False,0.5902,Medium,Suresh,Patel,30,Male,Married,High School,Designer,102371.67,13960.8,597.0,5,20.0,Bengaluru,Karnataka,9947384695,ananya.mishra249@example.com,False,6,2022-06-21,Low,-0.6365,21-30,0.5675,1.8889,64.58,0.9946
LOAN000420,CUST01170,Education,Secured,125438.75,8.02,60,2544.65,2023-03-29,2028-03-02,Monthly,Active,1,22906.55,235251.16,12.0,23257.28,LO105,BR16,True,5.0,152679.0,27240.25,False,0.5332,Medium,Naveen,Kumar,63,Male,Married,Master'S,Professor,100440.97,13936.61,375.0,0,33.0,Hyderabad,Telangana,9836410568,rahul.gupta215@example.com,False,2,2024-11-09,Low,-0.6651,60+,0.304,1.2489,1.67,0.1826
LOAN000421,CUST00054,Home,Secured,607846.98,18.24,12,42831.4725,2023-07-24,2024-07-18,Monthly,Under Review,238,185248.54,517655.02,19.0,5181.07,LO120,BR14,False,1.0,513977.67,-93869.31,False,1.1742,Medium,Lakshmi,Mishra,27,Female,Married,Bachelor'S,Businessman,109216.31,24574.73,561.0,0,13.0,Lucknow,Uttar Pradesh,9958949509,nisha.verma684@example.com,False,7,2018-09-26,Low,-1.7001,21-30,4.7061,5.5655,1983.33,0.3048
LOAN000422,CUST01380,Personal,Unsecured,322786.14,20.29,24,16474.23,2022-11-22,2024-11-11,Monthly,Closed,235,205364.89,601643.7,16.0,44208.26,LO136,BR25,True,2.0,395381.52,72595.38,False,0.5365,Medium,Sunita,Pandey,30,Female,Widowed,Master'S,Accountant,57567.42,10221.53,377.0,5,4.0,Chennai,Tamil Nadu,9865469134,amit.sharma816@example.com,True,1,2024-11-18,Low,-1.1307,21-30,3.4341,5.6071,979.17,0.6362
LOAN000423,CUST00277,Home,Unsecured,167477.29,17.61,36,6021.99,2023-10-01,2026-09-15,Monthly,Active,111,122768.76,54081.46,2.0,24350.82,LO138,BR20,True,3.0,216791.64,49314.35,False,3.0968,Low,Suresh,Gupta,22,Male,Married,Bachelor'S,Nurse,87556.19,20899.97,803.0,5,16.0,Lucknow,Uttar Pradesh,9490922764,meera.mehta138@example.com,False,5,2015-05-24,Low,-1.8644,21-30,0.8253,1.9128,308.33,0.733
LOAN000424,CUST00400,Vehicle,Unsecured,201210.65,18.99,60,5218.41,2022-06-27,2027-06-01,Monthly,Defaulted,121,107568.23,63120.7,12.0,21938.12,LO103,BR30,True,5.0,313104.6,111893.95,True,3.1877,High,Rahul,Reddy,62,Female,Married,Master'S,Designer,111759.7,14859.7,474.0,4,4.0,Lucknow,Uttar Pradesh,9641909751,sneha.mehta965@example.com,False,3,2017-06-29,Low,-0.5955,60+,0.5603,1.8004,201.67,0.5346
LOAN000425,CUST00668,Personal,Secured,96843.93,21.86,60,2667.02,2020-03-01,2025-02-03,Bi-Annual,Closed,15,7159.51,183858.36,6.0,20367.85,LO129,BR40,True,5.0,160021.2,63177.27,False,0.5267,Medium,Deepak,Iyer,59,Female,Married,Master'S,Nurse,257679.9,40771.14,483.0,0,32.0,Mumbai,Maharashtra,9404957218,lakshmi.shah562@example.com,True,1,2015-05-10,Low,-0.8987,51-60,0.1242,0.3758,25.0,0.0739
LOAN000426,CUST00516,Home,Unsecured,322979.5,8.59,48,7974.63,2020-10-21,2024-09-30,Bi-Annual,Closed,143,271818.01,329232.47,19.0,18250.71,LO180,BR47,False,4.0,382782.24,59802.74,False,0.981,Medium,Vikram,Mishra,44,Female,Married,Master'S,Designer,205048.62,45506.48,784.0,1,27.0,Ahmedabad,Gujarat,9780631093,rekha.joshi399@example.com,True,2,2020-05-18,Low,-1.6632,41-50,0.4667,1.5751,297.92,0.8416
LOAN000427,CUST01335,Travel,Unsecured,83354.94,21.46,36,3160.12,2019-12-10,2022-11-24,Quarterly,Closed,178,80093.62,30992.67,4.0,26300.27,LO198,BR40,False,3.0,113764.32,30409.38,False,2.6895,Low,Vikram,Sharma,63,Female,Married,Bachelor'S,Professor,39544.3,5428.33,494.0,2,25.0,Kolkata,West Bengal,9682535775,sachin.joshi47@example.com,True,2,2022-11-12,Low,-0.6473,60+,0.959,2.1079,494.44,0.9609
LOAN000428,CUST01295,Vehicle,Secured,463064.88,15.82,240,6379.96,2020-03-21,2039-12-07,Bi-Annual,Closed,194,187780.61,451942.4,10.0,30227.06,LO188,BR12,False,20.0,1531190.4,1068125.52,False,1.0246,Medium,Rahul,Iyer,50,Female,Single,Bachelor'S,Lawyer,112639.79,19701.62,458.0,5,15.0,Chennai,Tamil Nadu,9837716816,meera.joshi892@example.com,False,3,2015-03-12,Low,-1.0989,41-50,0.6797,4.111,80.83,0.4055
LOAN000429,CUST00576,Personal,Unsecured,176677.17,19.11,12,16291.24,2021-02-25,2022-02-20,Bi-Annual,Active,91,39719.23,276751.06,17.0,23321.61,LO131,BR34,False,1.0,195494.88,18817.71,False,0.6384,Medium,Rohan,Joshi,59,Female,Married,Bachelor'S,Professor,221293.18,50825.87,557.0,1,36.0,Hyderabad,Telangana,9702549133,vikram.bhat628@example.com,False,6,2024-08-14,Low,-1.7561,51-60,0.8834,0.7984,758.33,0.2248
LOAN000430,CUST01473,Personal,Secured,87972.13,16.58,84,1776.49,2022-05-29,2029-04-22,Quarterly,Closed,220,1699.07,145491.89,3.0,44832.41,LO104,BR41,False,7.0,149225.16,61253.03,False,0.6047,Low,Arjun,Patel,29,Female,Single,Bachelor'S,Professor,57411.16,8231.56,385.0,5,32.0,Bengaluru,Karnataka,9353568773,rekha.shah960@example.com,False,4,2015-07-03,Low,-0.7205,21-30,0.3713,1.5323,261.9,0.0193
