customer_id,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date
CUST02393,Pooja,Pillai,55,Male,Married,PhD,Designer,157250.74,38550.13,431,2,23,Ahmedabad,Gujarat,9193448722,amit.malhotra112@example.com,False,6,2021-10-06
CUST02394,Meera,Mehta,64,Female,Widowed,PhD,,,8622.08,,4,,Delhi,Delhi,9102722782,deepak.sharma563@example.com,True,1,2023-10-09
CUST02395,Vikram,Mehta,54,Male,Widowed,Diploma,Lawyer,200713.06,34656.28,863,5,20,Jaipur,Rajasthan,9879667809,divya.sharma964@example.com,True,2,2017-07-07
CUST02396,Rohan,Iyer,53,Male,Single,Master's,Lawyer,87057.91,14040.55,842,5,11,Kolkata,West Bengal,9663257546,priya.iyer317@example.com,True,0,2020-07-12
CUST02397,Kiran,Pandey,41,Female,Married,Bachelor's,Businessman,30269.95,3841.37,709,1,36,Ahmedabad,Gujarat,9522818091,arjun.iyer182@example.com,False,2,2020-04-18
CUST02398,Ravi,Bhat,37,Male,Married,Master's,Nurse,92479.9,13282.75,454,4,4,Lucknow,Uttar Pradesh,9204420110,aditya.malhotra631@example.com,True,0,2023-03-01
CUST02399,Meera,Shah,42,Female,Divorced,High School,Manager,145550.36,29766.62,350,4,8,Bengaluru,Karnataka,9959238248,lakshmi.patel232@example.com,False,6,2020-05-26
CUST02400,Ravi,Shah,68,Male,Single,Diploma,Analyst,53727.96,8222.01,394,3,19,Jaipur,Rajasthan,9512825183,lakshmi.verma165@example.com,True,0,2023-11-03
CUST02401,Suresh,Dubey,57,Male,Single,Bachelor's,Nurse,219633.37,40789.84,822,2,5,Ahmedabad,Gujarat,9934659666,priya.verma974@example.com,False,1,2017-01-29
CUST02402,Rahul,Shah,35,Female,Single,Master's,Accountant,56727.26,7829.14,823,4,39,Chennai,Tamil Nadu,9979687391,naveen.mishra413@example.com,False,7,2018-06-03
CUST02403,Deepak,Verma,55,Male,Married,Master's,Professor,73964.82,15790.01,654,1,12,Bengaluru,Karnataka,9984026840,swati.gupta758@example.com,True,3,2023-08-28
CUST02404,Arjun,Rao,48,Male,Single,Master's,Engineer,66247.8,14470.87,344,2,15,Kolkata,West Bengal,9368531327,naveen.joshi287@example.com,False,6,2023-05-11
CUST02405,Pooja,Shah,27,Male,Married,PhD,,,8036.46,,2,,Chennai,Tamil Nadu,9986393789,ananya.patel331@example.com,True,1,2016-12-22
CUST02406,Sneha,Iyer,52,Female,Single,Bachelor's,Engineer,54400.02,8807.7,730,1,4,Bengaluru,Karnataka,9594210383,ravi.pillai465@example.com,False,6,2017-11-18
CUST02407,Rahul,Gupta,31,Female,Married,Bachelor's,Nurse,64401.0,14333.57,555,1,16,Hyderabad,Telangana,9855952613,aditya.malhotra48@example.com,False,3,2016-11-22
CUST02408,Naveen,Sharma,30,Female,Single,Bachelor's,Lawyer,91302.8,21910.84,547,5,9,Lucknow,Uttar Pradesh,9750258156,meera.gupta68@example.com,True,1,2020-05-31
CUST02409,Kiran,Pillai,29,Female,Married,Master's,Accountant,16303.18,3058.86,832,1,29,Mumbai,Maharashtra,9119915944,priya.sharma482@example.com,True,7,2020-09-19
CUST02410,Rekha,Rao,34,Female,Married,Bachelor's,Engineer,151741.21,21096.66,340,4,6,Bengaluru,Karnataka,9434863746,swati.pillai883@example.com,True,0,2018-07-01
CUST02411,Meera,Shah,33,Male,Married,PhD,Accountant,150844.42,32619.98,758,5,10,Kolkata,West Bengal,9775212408,amit.malhotra830@example.com,False,1,2023-10-11
CUST02412,Vikram,Reddy,45,Female,Married,Bachelor's,Nurse,200561.61,36925.22,576,2,7,Pune,Maharashtra,9959779265,divya.bhat983@example.com,False,4,2022-10-04
CUST02413,Nisha,Dubey,22,Male,Married,Bachelor's,Engineer,40336.28,7023.61,494,5,36,Mumbai,Maharashtra,9807245518,rahul.joshi985@example.com,True,7,2015-10-23
CUST02414,Vikram,Mishra,55,Female,Single,Bachelor's,Analyst,82809.76,11035.59,370,2,30,Jaipur,Rajasthan,9747237334,lakshmi.sharma985@example.com,False,5,2016-12-22
CUST02415,Kiran,Rao,27,Female,Single,Master's,Teacher,173661.17,29406.92,569,0,0,Bengaluru,Karnataka,9712770282,arjun.shah460@example.com,True,3,2024-06-29
CUST02416,Ananya,Pandey,41,Female,Married,Bachelor's,,,30236.33,,0,,Mumbai,Maharashtra,9196166978,kiran.pillai256@example.com,False,3,2021-01-15
CUST02417,Divya,Sharma,38,Male,Single,PhD,Lawyer,239751.58,47773.56,884,0,27,Ahmedabad,Gujarat,9467892988,kiran.verma235@example.com,True,1,2022-06-25
CUST02418,Arjun,Malhotra,23,Female,Single,High School,,,15730.93,,5,,Bengaluru,Karnataka,9616692710,harish.iyer862@example.com,False,0,2020-07-06
CUST02419,Ravi,Mishra,62,Female,Single,High School,Consultant,95455.52,23266.8,726,4,28,Chennai,Tamil Nadu,9340702580,meera.patel892@example.com,True,0,2022-03-08
CUST02420,Divya,Pillai,59,Male,Married,Bachelor's,Teacher,38763.35,4933.13,498,5,21,Kolkata,West Bengal,9669422008,divya.kumar499@example.com,True,6,2019-08-16
CUST02421,Lakshmi,Rao,61,Other,Married,Master's,Nurse,187011.56,31207.7,375,4,9,Delhi,Delhi,9810259333,sachin.patel677@example.com,False,2,2023-08-22
CUST02422,Ravi,Nair,69,Female,Single,Master's,Engineer,74892.68,17633.2,824,1,16,Delhi,Delhi,9128734643,lakshmi.verma39@example.com,True,6,2023-10-21
CUST02423,Meera,Joshi,31,Male,Single,Diploma,Engineer,100746.69,16153.89,529,4,12,Kolkata,West Bengal,9509546962,swati.mishra69@example.com,False,1,2016-03-10
CUST02424,Sneha,Tiwari,59,Female,Married,Bachelor's,Consultant,96790.33,15982.74,384,2,15,Pune,Maharashtra,9587682121,arjun.verma49@example.com,False,2,2016-07-01
CUST02425,Swati,Bhat,44,Female,Married,Master's,Businessman,23463.67,4727.9,461,2,11,Kolkata,West Bengal,9758307758,lakshmi.iyer433@example.com,False,0,2023-06-16
CUST02426,Rahul,Sharma,66,Female,Married,Master's,,,12546.49,,5,,Ahmedabad,Gujarat,9714497987,rohan.joshi371@example.com,False,7,2023-04-03
CUST02427,Naveen,Shah,39,Female,Divorced,PhD,Teacher,129615.65,25499.52,670,3,38,Kolkata,West Bengal,9508977587,rekha.patel198@example.com,False,2,2020-08-29
CUST02428,Kavya,Kumar,24,Male,Married,Bachelor's,Analyst,95879.6,21217.33,862,3,18,Kolkata,West Bengal,9595843161,priya.sharma412@example.com,True,3,2016-08-15
CUST02429,Sneha,Nair,46,Male,Married,Bachelor's,Businessman,130234.74,21260.42,514,4,20,Mumbai,Maharashtra,9815441398,deepak.reddy46@example.com,False,3,2019-10-14
CUST02430,Kavya,Reddy,58,Male,Married,Diploma,Analyst,157993.34,21021.65,300,5,31,Jaipur,Rajasthan,9348213073,sneha.reddy355@example.com,False,6,2016-03-08
CUST02431,Sneha,Iyer,62,Male,Married,Master's,Engineer,60237.82,7830.71,676,5,4,Delhi,Delhi,9515650285,sachin.sharma302@example.com,True,4,2016-10-15
CUST02432,Rahul,Mehta,52,Female,Single,Bachelor's,Nurse,72468.69,9276.65,711,3,14,Pune,Maharashtra,9585428584,ananya.joshi809@example.com,False,3,2018-02-19
CUST02433,Rahul,Mehta,59,Male,Married,Master's,Consultant,90697.74,14168.21,499,4,31,Mumbai,Maharashtra,9294891906,nisha.patel742@example.com,False,7,2024-05-11
CUST02434,Amit,Kumar,65,Male,Married,Bachelor's,Consultant,157015.43,24207.63,482,1,0,Delhi,Delhi,9139265791,sachin.reddy847@example.com,False,4,2023-01-03
CUST02435,Arjun,Gupta,66,Female,Married,Master's,Businessman,85780.0,16363.77,709,1,14,Jaipur,Rajasthan,9727101008,kavya.tiwari579@example.com,True,6,2021-07-16
CUST02436,Kavya,Shah,56,Male,Single,Bachelor's,Nurse,33905.81,4495.97,697,3,34,Kolkata,West Bengal,9825403347,pooja.tiwari499@example.com,True,0,2021-11-13
CUST02437,Priya,Rao,60,Male,Married,High School,Consultant,87648.54,14724.46,515,4,19,Jaipur,Rajasthan,9523487492,kiran.mishra85@example.com,False,4,2024-09-19
CUST02438,Sunita,Pillai,57,Female,Married,PhD,Teacher,153270.91,29951.9,648,3,30,Delhi,Delhi,9226885640,meera.pandey189@example.com,False,6,2024-05-30
CUST02439,Sneha,Verma,53,Male,Married,Bachelor's,Analyst,222840.52,28341.58,879,2,19,Hyderabad,Telangana,9148376919,ravi.rao485@example.com,False,6,2021-03-17
CUST02440,Arjun,Singh,56,Female,Single,Bachelor's,Accountant,116814.86,17124.48,893,4,23,Bengaluru,Karnataka,9960028003,swati.verma592@example.com,False,7,2020-03-05
CUST02441,Kavya,Mehta,23,Female,Married,Bachelor's,Lawyer,40473.47,6908.38,340,0,39,Bengaluru,Karnataka,9294589335,kavya.mehta239@example.com,True,7,2020-01-11
CUST02442,Divya,Rao,29,Female,Widowed,Bachelor's,Designer,77356.32,18096.96,302,2,9,Chennai,Tamil Nadu,9917842791,rekha.shah81@example.com,False,1,2021-10-31
CUST02443,Harish,Bhat,28,Male,Married,Bachelor's,Accountant,131272.98,28783.85,393,4,13,Ahmedabad,Gujarat,9307953252,rahul.sharma643@example.com,False,1,2021-05-12
CUST02444,Harish,Bhat,53,Male,Single,Master's,Designer,165997.64,34684.68,358,3,34,Jaipur,Rajasthan,9591848093,vikram.shah39@example.com,True,3,2021-09-24
CUST02445,Kiran,Reddy,26,Female,Married,High School,Designer,133818.94,17581.47,706,5,28,Kolkata,West Bengal,9294566594,rohan.mishra547@example.com,False,4,2024-06-18
CUST02446,Kiran,Nair,61,Male,Divorced,Bachelor's,Designer,84883.54,10763.34,317,3,8,Jaipur,Rajasthan,9564230567,pooja.reddy160@example.com,False,1,2018-03-19
CUST02447,Kiran,Verma,59,Male,Married,Diploma,Engineer,165232.57,32603.66,793,3,9,Kolkata,West Bengal,9428084661,sachin.singh900@example.com,True,4,2022-05-22
CUST02448,Sneha,Sharma,24,Male,Single,Bachelor's,Businessman,67215.62,11215.2,807,4,1,Hyderabad,Telangana,9340218578,vikram.iyer398@example.com,False,0,2024-04-27
CUST02449,Kavya,Shah,33,Female,Married,Diploma,Professor,110281.28,15386.21,885,3,22,Hyderabad,Telangana,9824374964,kiran.singh169@example.com,False,2,2024-06-07
CUST02450,Rekha,Gupta,69,Female,Married,High School,,,27949.08,,4,,Ahmedabad,Gujarat,9286241618,amit.iyer663@example.com,False,1,2020-08-30
CUST02451,Harish,Gupta,22,Female,Married,Master's,Doctor,139522.55,23372.53,468,4,0,Pune,Maharashtra,9161348078,pooja.tiwari664@example.com,False,4,2015-10-28
CUST02452,Arjun,Singh,25,Female,Married,Bachelor's,Manager,141415.41,18729.29,505,3,10,Delhi,Delhi,9490663165,harish.nair493@example.com,False,1,2021-07-15
CUST02453,Lakshmi,Gupta,64,Male,Married,Bachelor's,Teacher,139294.96,28839.27,820,1,36,Chennai,Tamil Nadu,9646445689,rohan.reddy480@example.com,False,1,2018-06-30
CUST02454,Vikram,Kumar,47,Female,Single,Master's,Accountant,52616.43,6597.33,804,1,35,Hyderabad,Telangana,9957316964,pooja.patel322@example.com,False,0,2022-10-09
CUST02455,Ananya,Pillai,52,Male,Married,High School,Professor,99761.19,17125.72,645,2,32,Mumbai,Maharashtra,9515488600,suresh.rao429@example.com,False,1,2024-07-30
CUST02456,Vikram,Gupta,41,Female,Married,Bachelor's,Accountant,57208.21,11366.14,603,4,35,Bengaluru,Karnataka,9709470701,sunita.mehta870@example.com,False,2,2015-06-02
CUST02457,Pooja,Mishra,28,Female,Married,Master's,Doctor,82976.74,10961.3,414,3,23,Kolkata,West Bengal,9707634826,deepak.sharma794@example.com,True,1,2019-07-26
CUST02458,Naveen,Shah,58,Other,Single,Bachelor's,Accountant,48956.92,11369.42,386,5,24,Lucknow,Uttar Pradesh,9571191956,rekha.malhotra947@example.com,True,6,2022-12-05
CUST02459,Nisha,Dubey,28,Female,Married,Bachelor's,Engineer,121416.25,18482.44,394,3,22,Bengaluru,Karnataka,9269899795,rekha.reddy745@example.com,False,7,2021-03-08
CUST02460,Harish,Dubey,23,Female,Single,High School,Designer,30360.84,7149.18,727,3,21,Hyderabad,Telangana,9386643311,kiran.singh613@example.com,True,0,2016-05-13
CUST02461,Divya,Pillai,64,Female,Married,PhD,Teacher,142966.94,18364.95,749,1,32,Hyderabad,Telangana,9489845643,lakshmi.iyer621@example.com,False,3,2016-12-28
CUST02462,Nisha,Mehta,23,Female,Single,Bachelor's,Nurse,99629.01,15189.95,840,0,18,Mumbai,Maharashtra,9766202990,vikram.kumar721@example.com,False,7,2024-06-30
CUST02463,Rekha,Kumar,42,Female,Single,High School,Nurse,309061.57,55269.68,301,5,33,Mumbai,Maharashtra,9603555340,suresh.mishra629@example.com,True,5,2020-02-20
CUST02464,Aditya,Rao,26,Female,Married,Bachelor's,,,15324.26,,4,,Lucknow,Uttar Pradesh,9211194892,rekha.dubey768@example.com,False,7,2018-11-22
CUST02465,Sneha,Bhat,22,Female,Divorced,Bachelor's,Engineer,87296.18,18730.89,623,2,25,Bengaluru,Karnataka,9813579872,aditya.verma1@example.com,True,0,2019-07-04
CUST02466,Ananya,Patel,43,Female,Divorced,Bachelor's,Lawyer,148675.2,27329.84,397,2,21,Ahmedabad,Gujarat,9908443280,lakshmi.kumar445@example.com,False,0,2016-01-05
CUST02467,Ravi,Mehta,64,Male,Married,Bachelor's,Accountant,90409.48,11872.25,409,2,2,Lucknow,Uttar Pradesh,9793212233,sunita.patel712@example.com,True,4,2023-02-10
CUST02468,Harish,Sharma,22,Male,Married,PhD,Engineer,116413.02,16120.34,756,4,3,Bengaluru,Karnataka,9490880759,sachin.rao23@example.com,True,4,2015-02-13
CUST02469,Divya,Singh,58,Male,Single,Bachelor's,Designer,179268.51,26974.19,787,4,32,Hyderabad,Telangana,9488599931,priya.nair308@example.com,False,7,2018-04-20
CUST02470,Lakshmi,Patel,37,Male,Single,Bachelor's,Teacher,84077.23,10681.72,670,2,10,Bengaluru,Karnataka,9832317814,rekha.pandey119@example.com,False,3,2015-05-31
CUST02471,Rekha,Gupta,55,Male,Married,Master's,Professor,202229.02,32131.74,636,2,19,Kolkata,West Bengal,9576667714,rahul.mehta518@example.com,False,2,2021-04-08
CUST02472,Nisha,Iyer,54,Female,Married,Bachelor's,Doctor,36044.86,7660.79,898,3,31,Ahmedabad,Gujarat,9763639560,swati.singh445@example.com,False,1,2019-10-09
CUST02473,Harish,Singh,43,Male,Divorced,Bachelor's,Lawyer,258354.49,37691.44,321,5,14,Hyderabad,Telangana,9309883512,lakshmi.singh632@example.com,True,0,2020-04-18
CUST02474,Kavya,Patel,50,Female,Divorced,Bachelor's,Businessman,33762.31,5302.15,604,0,24,Jaipur,Rajasthan,9268530002,ananya.rao841@example.com,False,3,2024-05-06
CUST02475,Ananya,Reddy,28,Male,Divorced,PhD,Accountant,222195.39,38668.31,571,1,16,Hyderabad,Telangana,9924870783,ravi.singh398@example.com,False,7,2017-02-07
CUST02476,Suresh,Tiwari,42,Female,Single,Master's,Businessman,32212.91,7021.23,789,4,21,Bengaluru,Karnataka,9624944510,harish.singh11@example.com,False,7,2016-08-09
CUST02477,Swati,Iyer,64,Male,Widowed,Bachelor's,Doctor,323951.95,48274.4,745,0,33,Delhi,Delhi,9601335540,kavya.patel626@example.com,False,2,2018-08-18
CUST02478,Priya,Pandey,56,Female,Married,PhD,Teacher,108719.42,18821.76,577,2,32,Jaipur,Rajasthan,9107637543,naveen.shah993@example.com,False,5,2023-11-15
CUST02479,Ananya,Tiwari,25,Female,Divorced,Diploma,Consultant,55997.9,8868.1,676,5,24,Chennai,Tamil Nadu,9227286713,divya.gupta369@example.com,False,1,2020-11-04
CUST02480,Ananya,Mehta,33,Female,Married,Bachelor's,Analyst,302268.77,57447.97,531,2,13,Hyderabad,Telangana,9224158399,nisha.dubey394@example.com,False,4,2019-05-28
CUST02481,Suresh,Verma,49,Female,Married,Bachelor's,Lawyer,51363.24,11110.59,891,2,29,Lucknow,Uttar Pradesh,9831530122,deepak.singh413@example.com,False,5,2020-08-23
CUST02482,Deepak,Sharma,51,Male,Single,Bachelor's,Designer,86127.81,15833.39,725,2,21,Pune,Maharashtra,9460393731,kiran.iyer885@example.com,True,3,2017-12-26
CUST02483,Rohan,Pandey,67,Male,Single,Bachelor's,Designer,471100.81,63589.92,354,3,21,Lucknow,Uttar Pradesh,9430985711,arjun.joshi861@example.com,False,0,2020-11-02
CUST02484,Aditya,Sharma,36,Male,Married,Master's,Designer,125156.83,26983.55,740,4,18,Lucknow,Uttar Pradesh,9827813300,rekha.reddy103@example.com,False,3,2015-10-21
CUST02485,Swati,Singh,62,Male,Divorced,Master's,Designer,29272.13,4974.08,333,2,37,Pune,Maharashtra,9764191446,meera.bhat87@example.com,True,6,2015-05-04
CUST02486,Lakshmi,Dubey,50,Female,Single,Bachelor's,Businessman,83786.29,16142.44,628,2,3,Hyderabad,Telangana,9202944918,rekha.joshi840@example.com,False,1,2019-03-31
CUST02487,Meera,Malhotra,36,Female,Single,High School,Businessman,79454.86,10122.5,753,4,7,Chennai,Tamil Nadu,9995003346,swati.iyer755@example.com,False,0,2024-07-16
CUST02488,Suresh,Tiwari,32,Female,Single,Master's,Consultant,110537.5,25477.14,687,1,38,Delhi,Delhi,9600948661,priya.singh881@example.com,False,6,2016-10-16
CUST02489,Aditya,Mehta,37,Female,Single,Bachelor's,Analyst,96118.22,19295.44,729,3,9,Jaipur,Rajasthan,9825771480,ananya.verma570@example.com,False,0,2018-02-04
CUST02490,Ananya,Dubey,36,Male,Single,High School,Accountant,136969.05,23622.57,775,3,27,Hyderabad,Telangana,9635944815,swati.mehta192@example.com,False,5,2020-02-28
CUST02491,Arjun,Dubey,32,Male,Single,High School,Businessman,39464.92,7910.21,424,0,20,Kolkata,West Bengal,9320763393,kiran.singh564@example.com,False,2,2015-11-01
CUST02492,Priya,Pandey,28,Female,Single,Master's,Doctor,71058.46,10409.4,822,3,0,Chennai,Tamil Nadu,9771464871,priya.shah592@example.com,False,7,2019-05-05
CUST02493,Ananya,Kumar,40,Male,Divorced,Bachelor's,Nurse,119027.06,21706.24,781,0,36,Chennai,Tamil Nadu,9967985480,arjun.rao133@example.com,False,0,2018-11-24
CUST02494,Swati,Joshi,23,Female,Divorced,Bachelor's,Nurse,62487.07,8772.44,616,1,33,Bengaluru,Karnataka,9296373724,divya.sharma885@example.com,False,6,2019-05-24
CUST02495,Sachin,Patel,36,Female,Single,High School,Doctor,190530.23,30705.46,421,4,10,Jaipur,Rajasthan,9884000589,harish.iyer90@example.com,False,6,2021-11-26
CUST02496,Aditya,Gupta,50,Female,Widowed,PhD,Doctor,63241.62,11080.84,846,2,15,Lucknow,Uttar Pradesh,9998392300,naveen.dubey724@example.com,False,6,2017-03-06
CUST02497,Divya,Malhotra,65,Female,Single,High School,Teacher,107580.8,19705.23,880,5,38,Delhi,Delhi,9544216436,divya.gupta18@example.com,True,5,2022-01-20
CUST02498,Pooja,Bhat,43,Female,Married,High School,Businessman,92690.92,18962.66,612,0,13,Kolkata,West Bengal,9104941743,vikram.rao493@example.com,False,5,2024-08-04
CUST02499,Lakshmi,Reddy,48,Female,Married,Master's,Designer,53701.25,10718.31,786,5,0,Jaipur,Rajasthan,9977414874,swati.reddy321@example.com,True,5,2023-06-27
CUST02500,Amit,Mishra,60,Female,Single,Bachelor's,Accountant,102364.43,21754.12,311,5,30,Ahmedabad,Gujarat,9729468888,kiran.joshi515@example.com,False,1,2022-11-01
CUST02501,Aditya,Sharma,25,Female,Single,Master's,Analyst,44929.09,6065.78,424,3,11,Bengaluru,Karnataka,9555277845,swati.singh442@example.com,True,1,2023-10-20
CUST02502,Lakshmi,Iyer,40,Male,Widowed,Bachelor's,Engineer,75647.02,12214.66,376,5,26,Pune,Maharashtra,9645435549,kavya.verma312@example.com,True,6,2023-10-11
CUST02503,Kavya,Mishra,60,Female,Single,Bachelor's,Lawyer,100525.28,16947.7,879,2,16,Kolkata,West Bengal,9465428399,sneha.dubey225@example.com,False,6,2021-01-02
CUST02504,Lakshmi,Kumar,64,Male,Single,High School,Teacher,41923.3,7926.5,535,1,15,Jaipur,Rajasthan,9536262277,sachin.joshi370@example.com,False,7,2023-04-16
CUST02505,Sneha,Shah,21,Female,Widowed,High School,Manager,143501.53,23650.94,870,4,0,Pune,Maharashtra,9645875443,amit.dubey576@example.com,True,1,2019-09-14
CUST02506,Rahul,Iyer,50,Male,Single,Master's,Accountant,115407.52,15325.92,553,0,29,Kolkata,West Bengal,9692517232,kiran.patel829@example.com,True,0,2018-07-22
CUST02507,Aditya,Gupta,41,Male,Married,Master's,Teacher,135835.58,18295.85,705,3,36,Kolkata,West Bengal,9838583988,ananya.gupta244@example.com,False,7,2015-10-12
CUST02508,Amit,Shah,40,Male,Divorced,Master's,Consultant,98862.12,15455.99,542,5,22,Delhi,Delhi,9675569362,deepak.kumar23@example.com,False,7,2017-01-16
CUST02509,Swati,Patel,26,Male,Divorced,Master's,Lawyer,49493.16,8087.34,760,5,26,Chennai,Tamil Nadu,9788108468,suresh.sharma600@example.com,False,4,2015-04-15
CUST02510,Nisha,Kumar,42,Male,Widowed,Bachelor's,Teacher,98711.46,20132.35,576,2,36,Kolkata,West Bengal,9837303235,kiran.mishra505@example.com,False,7,2018-10-09
CUST02511,Kavya,Singh,38,Male,Married,PhD,Professor,143466.7,21186.18,768,2,15,Delhi,Delhi,9690876921,harish.kumar330@example.com,True,7,2017-12-12
CUST02512,Ravi,Gupta,28,Female,Single,Master's,Manager,48330.34,6519.43,519,2,23,Jaipur,Rajasthan,9551080004,nisha.rao229@example.com,False,3,2016-03-30
CUST02513,Ravi,Verma,59,Female,Married,Master's,Designer,50691.04,9705.79,524,4,27,Ahmedabad,Gujarat,9909950008,arjun.verma203@example.com,True,5,2018-12-24
CUST02514,Ananya,Joshi,52,Female,Married,Bachelor's,Manager,85165.3,14831.57,400,0,29,Hyderabad,Telangana,9167470201,kavya.pandey708@example.com,False,1,2023-11-17
CUST02515,Sachin,Tiwari,53,Female,Married,Bachelor's,Teacher,78999.93,17845.66,806,4,25,Hyderabad,Telangana,9137509445,amit.pillai387@example.com,False,2,2016-06-11
CUST02516,Rohan,Iyer,36,Female,Divorced,PhD,Designer,97763.02,13152.94,886,5,23,Chennai,Tamil Nadu,9911950347,sachin.rao203@example.com,False,2,2020-08-19
CUST02517,Sachin,Nair,32,Female,Divorced,Bachelor's,Accountant,82866.09,18872.52,630,3,30,Delhi,Delhi,9662367438,rahul.gupta116@example.com,False,5,2015-04-18
CUST02518,Sneha,Dubey,58,Female,Married,Master's,Doctor,108662.25,15939.08,536,0,24,Ahmedabad,Gujarat,9468317491,amit.pillai981@example.com,False,5,2023-03-06
CUST02519,Sneha,Rao,54,Female,Single,High School,Nurse,205477.29,43277.34,638,1,1,Bengaluru,Karnataka,9823219092,suresh.sharma269@example.com,False,7,2020-06-03
CUST02520,Nisha,Nair,34,Female,Single,Bachelor's,Engineer,136357.18,19663.32,805,1,6,Jaipur,Rajasthan,9749560375,priya.pandey593@example.com,False,0,2020-08-14
CUST02521,Rekha,Shah,56,Male,Married,PhD,Professor,102098.26,15538.38,464,5,22,Kolkata,West Bengal,9609257222,naveen.tiwari886@example.com,False,7,2019-09-21
CUST02522,Suresh,Reddy,53,Male,Single,PhD,Accountant,50816.33,7515.45,517,4,28,Kolkata,West Bengal,9315249324,divya.shah968@example.com,False,0,2024-11-15
CUST02523,Deepak,Malhotra,43,Female,Single,Master's,Consultant,64010.86,9782.82,675,4,34,Jaipur,Rajasthan,9472340272,suresh.verma138@example.com,False,2,2023-06-03
CUST02524,Lakshmi,Mehta,65,Male,Married,Bachelor's,Businessman,163577.23,29279.85,311,5,29,Jaipur,Rajasthan,9637895767,kiran.bhat514@example.com,False,0,2018-05-11
CUST02525,Rekha,Pandey,22,Male,Married,PhD,Professor,74526.4,11499.62,731,4,28,Delhi,Delhi,9506413674,kiran.shah645@example.com,False,2,2020-03-17
CUST02526,Pooja,Verma,61,Male,Married,PhD,Businessman,55234.81,11184.27,382,1,30,Kolkata,West Bengal,9614160608,vikram.malhotra606@example.com,False,3,2023-08-05
CUST02527,Sunita,Mishra,41,Female,Single,Master's,Professor,347604.24,68214.55,730,1,1,Hyderabad,Telangana,9991155592,aditya.kumar418@example.com,False,4,2020-06-03
CUST02528,Arjun,Pandey,22,Female,Single,PhD,Nurse,246391.16,57831.07,777,0,14,Chennai,Tamil Nadu,9978168522,rahul.rao593@example.com,False,1,2015-02-01
CUST02529,Swati,Reddy,47,Male,Single,Bachelor's,Designer,91612.95,14200.67,668,5,15,Hyderabad,Telangana,9991841713,naveen.nair97@example.com,False,3,2016-04-10
CUST02530,Lakshmi,Gupta,29,Male,Married,Bachelor's,,,7001.71,,0,,Pune,Maharashtra,9734754924,kiran.nair529@example.com,False,0,2019-09-18
CUST02531,Arjun,Reddy,21,Male,Married,Bachelor's,Accountant,152362.12,27632.87,755,4,27,Mumbai,Maharashtra,9414974643,vikram.shah703@example.com,False,6,2021-07-08
CUST02532,Pooja,Iyer,31,Female,Married,Master's,,,15216.53,,5,,Ahmedabad,Gujarat,9990429711,kiran.verma414@example.com,False,3,2019-03-18
CUST02533,Deepak,Tiwari,23,Male,Single,Master's,Accountant,168235.43,23059.47,702,2,16,Pune,Maharashtra,9328211087,rohan.singh123@example.com,False,4,2016-07-21
CUST02534,Aditya,Gupta,43,Male,Single,High School,Doctor,73612.34,11193.23,587,0,13,Mumbai,Maharashtra,9848248891,harish.sharma676@example.com,True,6,2015-03-09
CUST02535,Pooja,Pillai,46,Male,Divorced,High School,Lawyer,264934.35,34978.9,654,1,20,Jaipur,Rajasthan,9308893586,sneha.malhotra487@example.com,False,2,2024-12-03
CUST02536,Nisha,Kumar,24,Male,Single,Bachelor's,,,17966.0,,3,,Hyderabad,Telangana,9541009421,rahul.bhat328@example.com,False,2,2023-05-10
CUST02537,Harish,Singh,38,Male,Married,Master's,Manager,407925.6,72783.74,448,2,20,Bengaluru,Karnataka,9393997658,pooja.malhotra663@example.com,True,2,2016-09-10
CUST02538,Suresh,Pandey,26,Female,Single,High School,Engineer,110972.16,14594.24,509,5,31,Chennai,Tamil Nadu,9391565893,swati.nair405@example.com,False,5,2022-06-10
CUST02539,Ravi,Nair,55,Male,Single,Bachelor's,Analyst,226518.84,33801.05,411,1,15,Kolkata,West Bengal,9632773755,priya.patel559@example.com,False,0,2017-09-07
CUST02540,Sachin,Tiwari,42,Female,Single,Master's,Designer,71391.91,12150.85,835,2,27,Lucknow,Uttar Pradesh,9154825634,kiran.malhotra443@example.com,False,7,2017-03-01
CUST02541,Swati,Rao,63,Male,Divorced,PhD,Doctor,44944.78,7943.31,348,3,37,Lucknow,Uttar Pradesh,9280620796,arjun.singh224@example.com,False,4,2019-04-07
CUST02542,Divya,Iyer,35,Male,Single,Bachelor's,Analyst,24742.22,3263.87,630,5,28,Bengaluru,Karnataka,9510898248,rahul.iyer257@example.com,False,4,2016-05-29
CUST02543,Lakshmi,Reddy,42,Male,Divorced,Bachelor's,Businessman,212343.88,28980.3,664,4,35,Mumbai,Maharashtra,9315569309,deepak.verma924@example.com,False,5,2020-07-06
CUST02544,Sneha,Iyer,57,Female,Married,Master's,Accountant,102827.52,25394.23,310,2,23,Hyderabad,Telangana,9261470063,ravi.sharma325@example.com,False,0,2015-05-05
CUST02545,Arjun,Verma,62,Female,Married,PhD,Doctor,46697.91,10413.51,487,3,20,Lucknow,Uttar Pradesh,9626135892,deepak.bhat676@example.com,False,1,2019-06-27
