customer_id,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group
CUST00294,Vikram,Pandey,44,Male,Married,Bachelor'S,Businessman,179392.09,27738.47,719.0,0,13.0,Mumbai,Maharashtra,9265497448,arjun.singh443@example.com,False,4,2022-05-23,Low,-0.8555,41-50
CUST00295,Rohan,Gupta,31,Female,Married,Master'S,Consultant,69231.97,10826.72,551.0,3,3.0,Hyderabad,Telangana,9758245879,suresh.rao419@example.com,False,5,2020-12-27,Low,-0.8766,31-40
CUST00296,Sunita,Reddy,69,Male,Married,Master'S,Designer,102371.67,5918.18,597.0,3,20.0,Kolkata,West Bengal,9404007541,arjun.pandey377@example.com,True,3,2019-12-28,Low,0.3063,60+
CUST00297,Rekha,Rao,28,Male,Single,Bachelor'S,Nurse,57976.97,8607.58,634.0,3,27.0,Mumbai,Maharashtra,9446389157,arjun.shah824@example.com,True,0,2016-07-26,Low,-0.7816,21-30
CUST00298,Divya,Joshi,56,Male,Single,Master'S,Accountant,127323.23,17735.04,391.0,3,13.0,Lucknow,Uttar Pradesh,9540024260,sneha.dubey510@example.com,True,6,2021-06-21,Low,-0.6715,51-60
CUST00299,Ravi,Mishra,58,Female,Single,Master'S,Doctor,367269.13,75750.3325,829.0,4,33.0,Hyderabad,Telangana,9788165352,arjun.nair325@example.com,False,4,2020-07-01,Lower-Mid,-1.475,51-60
CUST00300,Meera,Singh,60,Male,Widowed,Diploma,Manager,46353.31,7556.68,362.0,1,12.0,Lucknow,Uttar Pradesh,9445770698,naveen.iyer280@example.com,True,5,2022-10-18,Low,-0.9563,51-60
CUST00301,Sneha,Iyer,40,Female,Divorced,Phd,Designer,102371.67,10294.29,597.0,3,20.0,Lucknow,Uttar Pradesh,9218609961,amit.kumar392@example.com,False,6,2018-07-05,Low,-0.2067,31-40
CUST00302,Sachin,Dubey,55,Female,Married,Master'S,Designer,39832.67,5317.9,438.0,1,32.0,Bengaluru,Karnataka,9203354415,kiran.reddy26@example.com,True,7,2020-11-10,Low,-0.6021,51-60
CUST00303,Nisha,Tiwari,68,Female,Single,Master'S,Designer,36973.81,6131.09,484.0,3,38.0,Lucknow,Uttar Pradesh,9661782298,deepak.dubey184@example.com,False,0,2018-12-13,Low,-0.9899,60+
CUST00304,Kavya,Rao,45,Male,Married,Bachelor'S,Analyst,203498.7,28139.18,504.0,2,27.0,Mumbai,Maharashtra,9807478862,sachin.reddy453@example.com,True,4,2021-10-18,Low,-0.6593,41-50
CUST00305,Nisha,Bhat,55,Male,Single,Master'S,Doctor,242029.08,44227.69,513.0,5,24.0,Kolkata,West Bengal,9171596938,swati.pillai240@example.com,True,7,2021-01-13,Low,-1.1928,51-60
CUST00306,Sneha,Mehta,45,Male,Single,Bachelor'S,Consultant,109826.11,24404.11,555.0,2,31.0,Lucknow,Uttar Pradesh,9147005473,rekha.sharma272@example.com,False,4,2020-09-22,Low,-1.6665,41-50
CUST00307,Rahul,Bhat,49,Male,Married,Bachelor'S,Consultant,74560.96,17897.51,434.0,5,8.0,Lucknow,Uttar Pradesh,9996782035,kavya.bhat661@example.com,False,0,2017-05-09,Low,-1.8805,41-50
CUST00308,Kavya,Mehta,38,Male,Widowed,Bachelor'S,Designer,289145.78,56407.26,872.0,2,27.0,Jaipur,Rajasthan,9239344057,rekha.verma78@example.com,False,0,2022-09-18,Low,-1.341,31-40
CUST00309,Meera,Malhotra,66,Female,Divorced,Master'S,Analyst,109572.84,22016.13,387.0,3,30.0,Pune,Maharashtra,9291811951,swati.verma368@example.com,True,6,2016-02-10,Low,-1.4111,60+
CUST00310,Naveen,Singh,38,Male,Married,High School,Professor,189787.83,30407.86,506.0,1,16.0,Chennai,Tamil Nadu,9133579936,amit.nair924@example.com,False,6,2022-06-07,Low,-0.9226,31-40
CUST00311,Divya,Reddy,22,Male,Single,Bachelor'S,Designer,102371.67,17717.89,597.0,5,20.0,Hyderabad,Telangana,9316980704,sachin.iyer85@example.com,False,5,2024-03-11,Low,-1.0769,21-30
CUST00312,Deepak,Reddy,55,Female,Single,Bachelor'S,Consultant,101371.4,16666.67,302.0,4,12.0,Pune,Maharashtra,9214949614,vikram.pandey302@example.com,True,4,2015-07-03,Low,-0.9729,51-60
CUST00313,Priya,Mishra,36,Female,Single,High School,Engineer,46985.53,8439.88,420.0,0,9.0,Hyderabad,Telangana,9621162378,ravi.mehta863@example.com,False,5,2017-08-29,Low,-1.1555,31-40
CUST00314,Sneha,Bhat,61,Male,Married,Bachelor'S,Professor,143997.24,22825.95,684.0,5,15.0,Chennai,Tamil Nadu,9305746804,suresh.pillai514@example.com,False,6,2015-05-31,Low,-0.9022,60+
CUST00315,Lakshmi,Gupta,56,Female,Married,Master'S,Nurse,110698.18,16256.03,337.0,5,5.0,Kolkata,West Bengal,9206035856,swati.reddy526@example.com,True,4,2017-02-09,Low,-0.7622,51-60
CUST00316,Divya,Pillai,53,Male,Married,Master'S,Engineer,57714.4,8829.74,640.0,4,10.0,Delhi,Delhi,9134163406,harish.singh560@example.com,False,5,2016-08-03,Low,-0.8359,51-60
CUST00317,Sunita,Bhat,24,Female,Married,Bachelor'S,Designer,102371.67,7329.05,597.0,3,20.0,Chennai,Tamil Nadu,9713119661,ananya.pandey660@example.com,False,0,2018-05-12,Low,0.1409,21-30
CUST00318,Aditya,Malhotra,53,Female,Single,Phd,Manager,260296.1,57169.47,541.0,2,27.0,Ahmedabad,Gujarat,9789075603,suresh.nair81@example.com,True,0,2024-08-07,Low,-1.6356,51-60
CUST00319,Naveen,Patel,34,Female,Single,Master'S,Analyst,322223.68,56343.17,754.0,2,14.0,Pune,Maharashtra,9997969776,sunita.mishra805@example.com,False,7,2024-05-03,Lower-Mid,-1.0983,31-40
CUST00320,Ravi,Kumar,41,Female,Married,Bachelor'S,Consultant,86865.72,15241.41,602.0,1,12.0,Mumbai,Maharashtra,9517254802,aditya.mehta284@example.com,True,1,2017-05-31,Low,-1.1055,41-50
CUST00321,Amit,Rao,68,Male,Single,Master'S,Professor,102811.46,18138.25,895.0,3,16.0,Bengaluru,Karnataka,9806437569,swati.sharma949@example.com,False,6,2016-07-03,Low,-1.1171,60+
CUST00322,Kavya,Singh,40,Male,Married,Diploma,Teacher,125500.96,18857.6,894.0,4,6.0,Ahmedabad,Gujarat,9626036464,aditya.mehta234@example.com,False,5,2021-10-02,Low,-0.8031,31-40
CUST00323,Harish,Nair,28,Female,Divorced,Bachelor'S,Nurse,107884.78,18103.56,368.0,3,27.0,Lucknow,Uttar Pradesh,9664596387,priya.iyer101@example.com,True,1,2021-03-11,Low,-1.0137,21-30
CUST00324,Rohan,Pillai,27,Male,Married,Bachelor'S,Analyst,36149.61,5955.72,428.0,3,37.0,Lucknow,Uttar Pradesh,9769983207,aditya.pillai122@example.com,True,1,2017-06-03,Low,-0.977,21-30
CUST00325,Nisha,Singh,23,Female,Single,Phd,Teacher,127608.52,22272.49,495.0,2,12.0,Mumbai,Maharashtra,9853030195,meera.patel74@example.com,True,3,2021-08-20,Low,-1.0945,21-30
CUST00326,Meera,Gupta,37,Male,Single,Master'S,Nurse,28205.34,3540.36,439.0,4,16.0,Mumbai,Maharashtra,9733830783,sneha.nair369@example.com,False,4,2019-01-10,Low,-0.5063,31-40
CUST00327,Aditya,Reddy,53,Male,Married,High School,Teacher,63601.32,8248.94,743.0,0,14.0,Jaipur,Rajasthan,9374811907,ravi.pillai40@example.com,False,2,2018-02-10,Low,-0.5564,51-60
CUST00328,Divya,Kumar,68,Male,Married,Master'S,Doctor,133686.97,25557.18,582.0,5,35.0,Hyderabad,Telangana,9152705290,sneha.joshi560@example.com,True,3,2016-06-10,Low,-1.2941,60+
CUST00329,Pooja,Tiwari,32,Male,Married,Bachelor'S,Manager,141491.73,31821.81,611.0,2,27.0,Jaipur,Rajasthan,9493369637,swati.gupta206@example.com,True,6,2023-03-06,Low,-1.6988,31-40
CUST00330,Kavya,Mehta,42,Female,Married,Phd,Designer,60715.61,8250.46,834.0,4,14.0,Chennai,Tamil Nadu,9336999287,deepak.mishra342@example.com,True,7,2021-12-23,Low,-0.6306,41-50
CUST00331,Amit,Shah,42,Female,Married,Bachelor'S,Analyst,74977.09,9385.42,576.0,1,10.0,Delhi,Delhi,9750637748,pooja.rao202@example.com,True,4,2019-09-25,Low,-0.5021,41-50
CUST00332,Meera,Bhat,66,Female,Married,Bachelor'S,Analyst,69126.82,13369.63,360.0,5,30.0,Pune,Maharashtra,9870780411,kavya.shah692@example.com,False,2,2015-11-01,Low,-1.3209,60+
CUST00333,Ananya,Kumar,50,Female,Single,Master'S,Accountant,92808.5,17088.22,618.0,5,3.0,Mumbai,Maharashtra,9176100340,rekha.verma338@example.com,False,1,2021-03-02,Low,-1.2095,41-50
CUST00334,Swati,Malhotra,58,Female,Married,Bachelor'S,Professor,97141.45,12507.7,351.0,2,34.0,Hyderabad,Telangana,9114051099,nisha.iyer257@example.com,False,7,2017-11-10,Low,-0.5451,51-60
CUST00335,Swati,Mehta,58,Female,Single,Bachelor'S,Manager,147425.89,21539.27,452.0,1,33.0,Pune,Maharashtra,9324130818,arjun.patel310@example.com,False,2,2017-12-03,Low,-0.7532,51-60
CUST00336,Priya,Shah,65,Male,Single,Master'S,Manager,72392.78,13968.55,610.0,2,26.0,Chennai,Tamil Nadu,9804105516,vikram.dubey764@example.com,False,0,2019-04-13,Low,-1.3155,60+
CUST00337,Ravi,Gupta,28,Female,Married,Master'S,Analyst,123505.1,19529.01,843.0,3,9.0,Delhi,Delhi,9627642633,rahul.dubey836@example.com,False,6,2022-04-15,Low,-0.8975,21-30
CUST00338,Pooja,Dubey,47,Male,Married,High School,Nurse,133814.46,17206.62,866.0,4,29.0,Ahmedabad,Gujarat,9993436624,aditya.shah787@example.com,False,7,2016-10-30,Low,-0.543,41-50
CUST00339,Priya,Pandey,47,Male,Divorced,Master'S,Businessman,111187.54,15342.03,688.0,1,19.0,Jaipur,Rajasthan,9185852967,divya.rao700@example.com,False,0,2019-06-27,Low,-0.6558,41-50
CUST00340,Ravi,Gupta,54,Female,Married,Bachelor'S,Lawyer,84477.16,12124.75,847.0,5,28.0,Chennai,Tamil Nadu,9602574675,priya.shah866@example.com,True,5,2020-02-12,Low,-0.7223,51-60
CUST00341,Sunita,Pandey,41,Male,Divorced,Bachelor'S,Manager,110016.68,15834.33,476.0,2,28.0,Lucknow,Uttar Pradesh,9960088617,rahul.singh282@example.com,True,7,2015-12-08,Low,-0.7271,41-50
CUST00342,Ravi,Gupta,50,Male,Divorced,Bachelor'S,Accountant,154978.89,32889.69,661.0,5,22.0,Jaipur,Rajasthan,9786031600,divya.gupta196@example.com,True,7,2017-11-07,Low,-1.5466,41-50
CUST00343,Ravi,Dubey,53,Male,Married,Bachelor'S,Lawyer,163327.21,22377.5,613.0,1,20.0,Bengaluru,Karnataka,9165176331,swati.iyer723@example.com,False,4,2022-08-03,Low,-0.6441,51-60
CUST00344,Sunita,Pillai,48,Male,Married,Master'S,Consultant,293379.89,57475.04,396.0,5,9.0,Jaipur,Rajasthan,9487541399,vikram.tiwari619@example.com,False,3,2019-10-09,Low,-1.3509,41-50
CUST00345,Aditya,Kumar,67,Female,Married,Bachelor'S,Teacher,54501.54,7058.44,512.0,2,11.0,Chennai,Tamil Nadu,9699169292,divya.patel142@example.com,False,6,2022-10-15,Low,-0.5541,60+
CUST00346,Kiran,Gupta,53,Male,Widowed,Master'S,Teacher,75810.76,13888.42,436.0,2,29.0,Mumbai,Maharashtra,9898302819,naveen.reddy876@example.com,False,1,2016-08-09,Low,-1.1984,51-60
CUST00347,Lakshmi,Rao,25,Male,Married,High School,Manager,37493.35,5045.78,305.0,0,32.0,Delhi,Delhi,9546626348,sneha.shah771@example.com,False,6,2021-01-04,Low,-0.6149,21-30
CUST00348,Rahul,Mishra,68,Male,Single,Diploma,Analyst,172578.19,34073.14,408.0,5,17.0,Chennai,Tamil Nadu,9982644252,harish.bhat734@example.com,True,4,2017-04-14,Low,-1.3692,60+
CUST00349,Naveen,Bhat,39,Male,Married,Master'S,Nurse,80764.72,13331.67,846.0,0,13.0,Mumbai,Maharashtra,9496284441,sneha.pandey758@example.com,True,7,2015-10-17,Low,-0.9808,31-40
CUST00350,Kiran,Verma,24,Female,Single,Master'S,Nurse,111715.93,25232.05,338.0,0,21.0,Mumbai,Maharashtra,9952818991,priya.rao557@example.com,True,1,2022-01-22,Low,-1.7103,21-30
CUST00351,Pooja,Reddy,55,Male,Married,Bachelor'S,Professor,68692.61,10344.53,724.0,5,20.0,Jaipur,Rajasthan,9860674986,divya.mishra935@example.com,True,0,2023-03-21,Low,-0.8071,51-60
CUST00352,Arjun,Sharma,69,Female,Single,Bachelor'S,Lawyer,81143.75,11048.51,560.0,1,0.0,Delhi,Delhi,9162599172,rohan.sharma268@example.com,False,6,2018-01-08,Low,-0.6339,60+
CUST00353,Rekha,Dubey,37,Female,Married,Bachelor'S,Nurse,205646.52,29917.49,725.0,3,14.0,Chennai,Tamil Nadu,9984379899,kiran.verma9@example.com,False,3,2022-02-06,Low,-0.7458,31-40
CUST00354,Aditya,Kumar,64,Female,Divorced,Phd,Professor,149722.68,24572.76,386.0,2,35.0,Chennai,Tamil Nadu,9762427117,swati.gupta789@example.com,False,3,2022-10-25,Low,-0.9695,60+
CUST00355,Pooja,Joshi,48,Female,Single,Bachelor'S,Accountant,92326.53,22085.24,764.0,4,21.0,Lucknow,Uttar Pradesh,9385417366,sachin.mishra307@example.com,False,0,2022-03-29,Low,-1.8705,41-50
CUST00356,Priya,Mehta,50,Female,Single,Master'S,Nurse,156480.76,20233.45,375.0,0,31.0,Hyderabad,Telangana,9668031793,naveen.kumar289@example.com,False,2,2017-02-28,Low,-0.5516,41-50
CUST00357,Pooja,Pandey,49,Male,Single,Master'S,Designer,102371.67,23243.8,597.0,1,20.0,Pune,Maharashtra,9143650990,amit.sharma843@example.com,False,3,2023-01-05,Low,-1.7246,41-50
CUST00358,Kavya,Tiwari,66,Male,Married,Bachelor'S,Professor,78053.1,11176.86,713.0,5,38.0,Hyderabad,Telangana,9888448988,ananya.mehta355@example.com,False,2,2019-03-05,Low,-0.7183,60+
CUST00359,Rekha,Dubey,26,Male,Single,Master'S,Designer,40886.38,5695.5,756.0,1,22.0,Chennai,Tamil Nadu,9175578677,sneha.joshi802@example.com,False,1,2021-04-27,Low,-0.6716,21-30
CUST00360,Swati,Shah,55,Female,Single,Master'S,Businessman,57555.39,8232.81,584.0,1,1.0,Jaipur,Rajasthan,9995990847,harish.pillai414@example.com,False,3,2022-05-16,Low,-0.7165,51-60
CUST00361,Naveen,Dubey,61,Male,Single,Master'S,Businessman,44164.78,7661.56,538.0,5,1.0,Ahmedabad,Gujarat,9426315031,ananya.rao969@example.com,False,5,2022-04-07,Low,-1.0817,60+
CUST00362,Sneha,Shah,57,Male,Married,Bachelor'S,Businessman,198523.11,28628.38,898.0,4,37.0,Chennai,Tamil Nadu,9183682466,arjun.malhotra416@example.com,False,7,2024-03-14,Low,-0.7305,51-60
CUST00363,Sachin,Mishra,44,Male,Single,Bachelor'S,Analyst,220327.23,33895.94,857.0,5,28.0,Bengaluru,Karnataka,9331820924,nisha.patel842@example.com,True,0,2020-09-25,Low,-0.8461,41-50
CUST00364,Amit,Dubey,49,Male,Married,Bachelor'S,Nurse,255716.41,34481.41,671.0,4,2.0,Mumbai,Maharashtra,9657793068,deepak.singh594@example.com,False,7,2021-10-13,Low,-0.6181,41-50
CUST00365,Rekha,Gupta,69,Male,Single,Master'S,Lawyer,29385.79,4075.79,794.0,5,38.0,Kolkata,West Bengal,9204281005,swati.gupta776@example.com,False,7,2016-11-02,Low,-0.6644,60+
CUST00366,Sachin,Patel,66,Female,Married,Master'S,Designer,187745.11,45071.47,344.0,0,6.0,Chennai,Tamil Nadu,9208689641,priya.nair672@example.com,True,6,2019-09-16,Low,-1.8808,60+
CUST00367,Suresh,Malhotra,51,Male,Single,Bachelor'S,Accountant,372247.71,67490.61,700.0,4,35.0,Bengaluru,Karnataka,9878647434,naveen.tiwari13@example.com,False,2,2024-03-19,Lower-Mid,-1.1757,51-60
CUST00368,Rohan,Sharma,55,Female,Married,Phd,Designer,192373.22,46479.71,546.0,0,28.0,Bengaluru,Karnataka,9348053691,deepak.kumar484@example.com,True,5,2016-09-20,Low,-1.8993,51-60
CUST00369,Rahul,Nair,53,Female,Single,High School,Teacher,27153.53,6159.64,896.0,4,36.0,Pune,Maharashtra,9670866707,arjun.bhat670@example.com,True,1,2018-07-19,Low,-1.7221,51-60
CUST00370,Pooja,Pillai,41,Male,Married,Phd,Nurse,285209.42,44524.71,749.0,4,35.0,Delhi,Delhi,9513746107,sachin.shah525@example.com,True,1,2023-11-01,Low,-0.8733,41-50
CUST00371,Sunita,Verma,52,Male,Divorced,Diploma,Designer,101216.13,13503.97,784.0,5,22.0,Chennai,Tamil Nadu,9303431575,meera.rao780@example.com,False,3,2019-11-12,Low,-0.601,51-60
CUST00372,Suresh,Iyer,43,Male,Divorced,Phd,Teacher,85867.49,19169.85,317.0,4,15.0,Delhi,Delhi,9307360430,harish.mishra975@example.com,False,3,2019-04-02,Low,-1.679,41-50
CUST00373,Naveen,Nair,53,Male,Married,Master'S,Professor,129399.16,22293.45,588.0,0,30.0,Ahmedabad,Gujarat,9664994379,swati.dubey153@example.com,False,5,2015-04-17,Low,-1.0674,51-60
CUST00374,Ananya,Pandey,23,Female,Married,Bachelor'S,Professor,52606.55,6882.51,713.0,5,33.0,Jaipur,Rajasthan,9805315791,sachin.kumar887@example.com,False,4,2021-10-08,Low,-0.57,21-30
CUST00375,Sachin,Pillai,38,Male,Married,Bachelor'S,Nurse,98880.71,13625.18,534.0,2,0.0,Kolkata,West Bengal,9367107264,sachin.iyer408@example.com,True,4,2017-10-10,Low,-0.6535,31-40
CUST00376,Swati,Gupta,45,Male,Married,Master'S,Designer,260995.33,42936.24,715.0,0,17.0,Jaipur,Rajasthan,9712062546,suresh.gupta234@example.com,True,3,2015-11-14,Low,-0.9741,41-50
CUST00377,Deepak,Mishra,62,Female,Single,Bachelor'S,Accountant,143406.44,20237.18,798.0,2,39.0,Bengaluru,Karnataka,9771437657,arjun.malhotra233@example.com,True,4,2018-01-11,Low,-0.6934,60+
CUST00378,Harish,Malhotra,51,Female,Married,Bachelor'S,Designer,102371.67,16785.41,597.0,1,20.0,Mumbai,Maharashtra,9292090149,ananya.rao741@example.com,False,0,2016-05-25,Low,-0.9676,51-60
CUST00379,Lakshmi,Dubey,23,Female,Married,Master'S,Doctor,104168.48,22487.08,533.0,5,16.0,Mumbai,Maharashtra,9699602642,sachin.pillai768@example.com,False,5,2020-12-16,Low,-1.5905,21-30
CUST00380,Naveen,Pandey,60,Female,Single,Bachelor'S,Accountant,48589.54,10800.21,839.0,1,9.0,Delhi,Delhi,9904441314,priya.joshi215@example.com,True,0,2016-03-26,Low,-1.6673,51-60
CUST00381,Ananya,Tiwari,66,Female,Single,Phd,Professor,90220.08,18979.82,310.0,5,19.0,Jaipur,Rajasthan,9699299989,arjun.patel486@example.com,True,4,2022-09-02,Low,-1.5245,60+
CUST00382,Rohan,Singh,44,Male,Single,Master'S,Consultant,37027.75,6852.31,505.0,5,5.0,Bengaluru,Karnataka,9545801065,sachin.shah240@example.com,True,3,2021-02-24,Low,-1.2207,41-50
CUST00383,Priya,Malhotra,52,Female,Married,Master'S,Analyst,182310.14,23608.83,546.0,0,7.0,Pune,Maharashtra,9901127771,rahul.reddy529@example.com,False,7,2019-07-25,Low,-0.554,51-60
CUST00384,Harish,Singh,67,Male,Single,Master'S,Analyst,26597.53,3694.76,858.0,2,33.0,Lucknow,Uttar Pradesh,9213294985,kiran.gupta602@example.com,True,7,2015-09-28,Low,-0.667,60+
CUST00385,Sachin,Iyer,42,Female,Single,Phd,Designer,164874.56,28767.86,426.0,5,31.0,Jaipur,Rajasthan,9922790554,kiran.mehta805@example.com,True,0,2018-09-11,Low,-1.0938,41-50
CUST00386,Deepak,Pandey,43,Female,Single,Master'S,Nurse,177663.49,29747.88,446.0,2,3.0,Delhi,Delhi,9785717617,suresh.mehta566@example.com,False,1,2022-03-07,Low,-1.0093,41-50
CUST00387,Rahul,Reddy,22,Male,Married,Master'S,Designer,102371.67,43019.58,597.0,5,20.0,Kolkata,West Bengal,9719080517,rahul.malhotra776@example.com,False,6,2015-12-31,Low,-4.0428,21-30
CUST00388,Nisha,Pandey,47,Female,Married,Bachelor'S,Designer,103996.81,15254.59,681.0,2,19.0,Delhi,Delhi,9484360237,arjun.nair480@example.com,False,7,2019-01-26,Low,-0.7602,41-50
CUST00389,Vikram,Verma,62,Female,Single,Phd,Nurse,171095.49,23726.81,711.0,1,23.0,Bengaluru,Karnataka,9824230874,arjun.sharma740@example.com,False,7,2018-09-28,Low,-0.6641,60+
CUST00390,Rahul,Mishra,22,Male,Single,Master'S,Designer,102371.67,18099.33,597.0,0,20.0,Chennai,Tamil Nadu,9592547487,ananya.sharma834@example.com,False,3,2023-09-22,Low,-1.1216,21-30
CUST00391,Vikram,Pandey,46,Female,Single,Bachelor'S,Lawyer,48435.18,11622.71,662.0,5,25.0,Pune,Maharashtra,9854357762,deepak.pandey473@example.com,False,5,2018-01-24,Low,-1.8796,41-50
CUST00392,Rahul,Joshi,37,Male,Divorced,High School,Manager,247320.27,38075.31,808.0,3,24.0,Bengaluru,Karnataka,9814298538,priya.bhat349@example.com,False,2,2016-08-22,Low,-0.8474,31-40
CUST00393,Suresh,Shah,60,Female,Married,Master'S,Engineer,93140.88,14902.43,436.0,2,35.0,Pune,Maharashtra,9558568278,lakshmi.nair811@example.com,True,2,2024-09-28,Low,-0.92,51-60
CUST00394,Nisha,Singh,53,Male,Married,High School,Professor,42374.13,7555.31,474.0,2,6.0,Hyderabad,Telangana,9211779101,vikram.patel88@example.com,False,3,2023-12-14,Low,-1.1396,51-60
CUST00395,Ravi,Nair,29,Female,Single,Phd,Doctor,74601.14,11345.19,588.0,3,9.0,Hyderabad,Telangana,9279110141,divya.mishra321@example.com,False,4,2017-07-13,Low,-0.8249,21-30
CUST00396,Kiran,Pillai,63,Female,Married,Diploma,Engineer,76389.86,12316.07,780.0,0,11.0,Mumbai,Maharashtra,9950899166,kiran.joshi867@example.com,True,7,2018-01-25,Low,-0.9347,60+
CUST00397,Sunita,Verma,68,Female,Married,Bachelor'S,Designer,102371.67,26032.87,597.0,2,20.0,Pune,Maharashtra,9293699305,ananya.iyer193@example.com,False,7,2015-02-10,Low,-2.0516,60+
CUST00398,Lakshmi,Mishra,59,Female,Single,Master'S,Teacher,390443.7475,72192.06,494.0,0,24.0,Jaipur,Rajasthan,9690520920,naveen.gupta440@example.com,True,0,2016-02-06,Lower-Mid,-1.2188,51-60
CUST00399,Arjun,Iyer,49,Male,Single,High School,Engineer,135056.86,23642.53,629.0,2,15.0,Kolkata,West Bengal,9531168733,lakshmi.verma789@example.com,False,0,2019-03-25,Low,-1.1007,41-50
CUST00400,Rahul,Reddy,62,Female,Married,Master'S,Designer,111759.7,14859.7,474.0,4,4.0,Lucknow,Uttar Pradesh,9641909751,sneha.mehta965@example.com,False,3,2017-06-29,Low,-0.5955,60+
CUST00401,Sachin,Patel,46,Male,Married,Bachelor'S,Engineer,390443.7475,54927.3,748.0,2,18.0,Delhi,Delhi,9462401682,rohan.bhat715@example.com,True,1,2019-03-31,Lower-Mid,-0.6881,41-50
CUST00402,Naveen,Mishra,55,Female,Divorced,Master'S,Businessman,177608.35,23455.92,653.0,4,3.0,Hyderabad,Telangana,9806019487,sunita.shah428@example.com,False,5,2016-03-06,Low,-0.5848,51-60
CUST00403,Vikram,Singh,45,Male,Married,Bachelor'S,Lawyer,114984.14,16720.8,798.0,5,5.0,Delhi,Delhi,9269840673,sachin.bhat215@example.com,False,4,2023-10-12,Low,-0.745,41-50
CUST00404,Nisha,Nair,44,Male,Married,High School,Teacher,74039.42,11678.2,440.0,0,25.0,Delhi,Delhi,9673271266,meera.iyer450@example.com,False,7,2016-05-20,Low,-0.8928,41-50
CUST00405,Pooja,Joshi,33,Female,Single,Bachelor'S,Lawyer,119338.59,17661.35,392.0,2,38.0,Kolkata,West Bengal,9744154611,vikram.kumar461@example.com,False,1,2016-12-20,Low,-0.7759,31-40
CUST00406,Sachin,Malhotra,27,Male,Married,High School,Designer,94860.79,12229.94,538.0,1,38.0,Bengaluru,Karnataka,9575680693,divya.patel874@example.com,True,3,2020-11-26,Low,-0.5471,21-30
CUST00407,Rahul,Reddy,56,Male,Married,Master'S,Lawyer,104282.67,20856.56,504.0,1,8.0,Delhi,Delhi,9478305093,naveen.reddy572@example.com,False,3,2023-03-03,Low,-1.4,51-60
CUST00408,Naveen,Bhat,65,Male,Single,High School,Teacher,217214.68,35374.21,859.0,3,13.0,Pune,Maharashtra,9438395096,sneha.gupta31@example.com,False,7,2024-10-26,Low,-0.9542,60+
CUST00409,Suresh,Shah,40,Male,Divorced,Bachelor'S,Engineer,71382.41,10561.98,732.0,1,8.0,Kolkata,West Bengal,9690645339,deepak.malhotra384@example.com,True,1,2018-06-09,Low,-0.7756,31-40
CUST00410,Arjun,Gupta,21,Male,Single,Phd,Nurse,134339.36,19999.94,544.0,4,14.0,Hyderabad,Telangana,9448594692,harish.singh143@example.com,False,2,2021-08-08,Low,-0.7865,21-30
CUST00411,Sneha,Bhat,28,Male,Single,Master'S,Lawyer,174444.86,34825.48,616.0,1,36.0,Chennai,Tamil Nadu,9499130788,arjun.sharma592@example.com,False,3,2024-03-18,Low,-1.3956,21-30
CUST00412,Pooja,Kumar,66,Male,Married,Phd,Businessman,66352.22,10454.23,594.0,1,19.0,Delhi,Delhi,9542750235,sneha.tiwari895@example.com,False,5,2024-01-18,Low,-0.8907,60+
CUST00413,Meera,Joshi,36,Male,Married,Phd,Professor,60260.2,8388.52,581.0,1,7.0,Mumbai,Maharashtra,9920536715,rahul.shah132@example.com,True,6,2020-06-28,Low,-0.6705,31-40
CUST00414,Kiran,Joshi,34,Female,Married,High School,Engineer,90200.91,15287.47,316.0,2,31.0,Kolkata,West Bengal,9779937154,priya.mishra313@example.com,False,4,2016-01-27,Low,-1.0338,31-40
CUST00415,Rekha,Verma,32,Male,Single,High School,Accountant,74833.6,10432.4,370.0,3,20.0,Bengaluru,Karnataka,9562340417,priya.dubey966@example.com,False,1,2020-12-06,Low,-0.6729,31-40
CUST00416,Deepak,Malhotra,43,Female,Married,Master'S,Consultant,197086.81,36232.32,568.0,0,18.0,Ahmedabad,Gujarat,9987077148,amit.singh756@example.com,False,2,2018-11-30,Low,-1.2061,41-50
CUST00417,Kiran,Reddy,35,Female,Married,Phd,Doctor,54118.91,6978.55,624.0,3,28.0,Hyderabad,Telangana,9879394493,rekha.nair10@example.com,True,1,2022-11-09,Low,-0.5474,31-40
CUST00418,Suresh,Pandey,48,Male,Married,Diploma,Analyst,102855.75,16763.45,604.0,4,30.0,Hyderabad,Telangana,9447302779,arjun.joshi512@example.com,False,2,2021-06-01,Low,-0.9558,41-50
CUST00419,Ananya,Iyer,54,Female,Widowed,High School,Designer,390443.7475,71244.06,750.0,2,5.0,Ahmedabad,Gujarat,9753278884,sachin.joshi830@example.com,False,2,2024-09-14,Lower-Mid,-1.1896,51-60
CUST00420,Lakshmi,Bhat,22,Female,Married,Bachelor'S,Nurse,126479.3,30658.33,306.0,5,3.0,Pune,Maharashtra,9358473878,deepak.iyer675@example.com,True,5,2018-03-01,Low,-1.9088,21-30
